id	abbreviation	name
rxn03595	R05283	6-Hydroxyhexanoate:NAD oxidoreductase
rxn03596	R05284	1,2-Dichloroethane halidohydrolase
rxn03597	R05285	2-chloroethanol:cytochrome c oxidoreductase
rxn03598	R05286	Chloroacetaldehyde:NAD+ oxidoreductase
rxn03599	R05287	Chloroacetic acid halidohydrolase
rxn03600	R05288	R05288
rxn03601	R05289	p-Methylbenzaldehyde:NADP+ oxidoreductase
rxn03602	R05290	R05290
rxn03603	R05291	R05291
rxn03604	R05292	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)
rxn03605	R05293	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate:NADP+ oxidoreductase (decarboxylating)
rxn03606	R05294	toluene-4-sulfonate,NADH:oxygen oxidoreductase (3,4-hydroxylating, sulfite-forming)
rxn03607	R05295	4-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)
rxn03608	R05296	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde formylhydrolase
rxn03609	R05297	R05297
rxn03610	R05298	R05298
rxn03611	R05299	4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)
rxn03612	R05300	4-Methylmuconolactone lyase (decyclizing)
rxn03613	R05301	penicillin-N,2-oxoglutarate:oxygen oxidoreductase (ring-expanding)
rxn03614	R05302	R05302
rxn03615	R05303	R05303
rxn03616	R05304	R05304
rxn03617	R05305	3-hydroxypimeloyl-CoA:NAD+ oxidoreductase
rxn03618	R05307	formaldehyde:NAD+ oxidoreductase (mycothiol-formylating)
rxn03619	R05308	dihydrophloroglucinol:NADP+ oxidoreductase
rxn03620	R05309	1,6-dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)
rxn03621	R05310	cis-1,2-dihydroxy-1,2-dihydrodibenzothiophene:NAD+ oxidoreductase
rxn03622	R05311	pimeloyl-CoA:NAD+ oxidoreductase
rxn03623	R05312	5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline:NAD+ oxidoreductase
rxn03624	R05313	cis-1,2-Dihydro-3-ethylcatechol:NAD+ oxidoreductase
rxn03625	R05314	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)
rxn03626	R05315	(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate:NAD+ 3-oxidoreductase
rxn03627	R05317	L-Tryptophan:oxygen alpha,beta-oxidoreductase
rxn03628	R05318	Ferrocytochrome-c:Fe3+ oxidoreductase
rxn03629	8'-apo-beta-Carotenol:O2 oxidoreductase	8'-apo-beta-Carotenol:O2 oxidoreductase
rxn03630	R05320	Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)
rxn03631	R05321	n-tetradecanoyl-CoA, NADPH2:O2 oxidoreductase [11-(E) desaturating]
rxn03632	R05322	n-tetradecanoyl-CoA, NADH:O2 oxidoreductase [11-(Z) desaturating]
rxn03633	R05323	S-Adenosyl-L-methionine:3',4',5,7-tetrahydroxy-3-methoxyflavone 7-O-methyltransferase
rxn03634	R05326	beta-D-Galactopyranosyl-(13)-N-acetyl-D-hexosamine:phosphate galactosyltransferase
rxn03635	R05328	ADP-glucose:sn-glycerol-3-phosphate 2-b-D-glucosyltransferase
rxn03636	R05330	4,8,12-Trimethyltridecanoyl-CoA:propanoyl-CoA C2-4,8,12-trimethyltridecanoyltransferase
rxn03637	R05331	Isovaleryl-CoA:malonyl-CoA acyltransferase
rxn03638	R05332	Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase
rxn03639	R05334	R05334
rxn03640	R05335	R05335
rxn03641	R05336	acetyl-CoA: 4-hydroxybutanoate CoA transferase
rxn03642	R05337	4-hydroxybutanoyl-CoA hydro-lyase
rxn03643	R05338	D-arabino-hex-3-ulose-6-phosphate formaldehyde-lyase (D-ribulose-5-phosphate-forming)
rxn03644	R05339	D-arabino-hex-3-ulose-6-phosphate isomerase
rxn03645	rxn03645	rxn03645
rxn03646	R05341	carotenoid beta-end group lyase (decyclizing)
rxn03647	R05344	R05344
rxn03648	R05345	R05345
rxn03649	R05347	R05347
rxn03650	R05348	R05348
rxn03651	R05349	R05349
rxn03652	R05350	R05350
rxn03653	R05351	R05351
rxn03654	R05353	2-hydroxy-5-methyl-cis,cis-muconic semialdehyde:NAD+ 6-oxidoreductase
rxn03655	R05354	R05354
rxn03656	rxn03656	rxn03656
rxn03657	R05356	2-Hydroxy-cyclohexan-1-one amidohydrolase
rxn03658	R05357	amidinoproclavaminate amidinohydrolase
rxn03659	R05358	Acrylonitrile aminohydrolase
rxn03660	R05359	2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate benzoylhydrolase
rxn03661	R05360	2-hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate benzoylhydrolase
rxn03662	R05361	2-hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate benzoylhydrolase
rxn03663	R05362	2-hydroxy-6-oxoocta-2,4,7-trienoate formylhydrolase
rxn03664	rxn03664	rxn03664
rxn03665	R05364	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate acylhydrolase
rxn03666	R05365	2-hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate benzoylhydrolase
rxn03667	R05366	2-Hydroxy-6-oxo-octa-2,4-dienoate acylhydrolase
rxn03668	R05367	trans-1,3-Dichloropropene chlorohydrolase
rxn03669	R05368	cis-1,3-Dichloropropene chlorohydrolase
rxn03670	R05369	1,3,4,6-tetrachloro-1,4-cyclohexadiene chlorohydrolase
rxn03671	R05370	R05370
rxn03672	trans-3-Chloroacrylic acid chlorohydrolase	trans-3-Chloroacrylic acid chlorohydrolase
rxn03673	cis-3-Chloroacrylic acid chlorohydrolase	cis-3-Chloroacrylic acid chlorohydrolase
rxn03674	R05373	methylmalonyl-CoA carboxy-lyase
rxn03675	R05374	2-Oxo-5-methyl-cis-muconate carboxy-lyase
rxn03676	R05375	4-Hydroxyphthalate carboxy-lyase
rxn03677	R05376	R05376
rxn03678	R05377	2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate carboxy-lyase
rxn03680	R05379	acrylamide hydro-lyase
rxn03681	R05380	acetaldehyde hydro-lyase
rxn03682	R05381	diethanolamine ethanolamine-lyase (acetaldehyde-forming)
rxn03683	R05382	triethanolamine diethanolamine-lyase (acetaldehyde-forming)
rxn03684	R05383	(hydroxyamino)benzene hydroxymutase
rxn03685	R05384	1,1-Dichloro-2,2-bis(4'-chlorophenyl)ethane chloride-lyase
rxn03686	R05385	1-Chloro-2,2-bis(4'-chlorophenyl)ethane chloride-lyase
rxn03687	R05386	gamma-hexachlorocyclohexane chloride-lyase
rxn03688	R05387	gamma-pentachlorocyclohexene chloride-lyase
rxn03689	5-Chloro-1,2,4-trihydroxybenzene chloride-lyase	5-Chloro-1,2,4-trihydroxybenzene chloride-lyase
rxn03690	R05389	2-Hydroxy-5-methyl-cis,cis-muconate 2-Oxo-5-methyl-cis-muconate isomerase
rxn03691	R05390	R05390
rxn03692	rxn03692	rxn03692
rxn03693	R05392	R05392
rxn03694	R05393	R05393
rxn03695	R05394	4-Sulfolactone lyase
rxn03698	R05397	R05397
rxn03699	R05399	1,2,4-trihydroxybenzene:NAD oxidoreductase
rxn03700	R05400	hydroxylaminobenzene:NADP+ oxidoreductase
rxn03701	R05401	nitrosobenzene:NADP+ oxidoreductase
rxn03702	R05402	R05402
rxn03703	R05403	R05403
rxn03704	R05404	R05404
rxn03705	R05405	R05405
rxn03706	R05406	R05406
rxn03707	R05407	R05407
rxn03708	R05408	R05408
rxn03709	R05409	R05409
rxn03710	R05410	R05410
rxn03711	R05411	R05411
rxn03712	R05412	R05412
rxn03713	R05413	R05413
rxn03714	R05414	9H-carbazole,NADH:oxygen oxidoreductase (2,3-hydroxylating)
rxn03715	R05415	R05415
rxn03716	R05416	R05416
rxn03717	R05417	R05417
rxn03718	rxn03718	rxn03718
rxn03719	RXN-9863.c	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase
rxn03720	R05420	R05420
rxn03721	R05421	R05421
rxn03722	rxn03722	rxn03722
rxn03723	RXN-2482.c	RXN-2482.c
rxn03724	R05424	R05424
rxn03725	rxn03725	rxn03725
rxn03726	rxn03726	rxn03726
rxn03727	R05427	R05427
rxn03728	R05428	R05428
rxn03729	R05429	R05429
rxn03730	R05430	R05430
rxn03731	R05431	R05431
rxn03732	R05432	R05432
rxn03733	R05433	R05433
rxn03734	R05434	R05434
rxn03735	R05435	R05435
rxn03736	R05436	R05436
rxn03737	R05437	R05437
rxn03738	R05438	R05438
rxn03739	R05439	R05439
rxn03740	R05440	R05440
rxn03741	R05441	4-chlorophenol,NADPH:oxygen oxidoreductase (6-hydroxylating)
rxn03742	R05442	R05442
rxn03743	R05443	R05443
rxn03744	R05444	R05444
rxn03745	R05445	R05445
rxn03746	R05446	R05446
rxn03747	R05447	R05447
rxn03748	R05448	R05448
rxn03749	R05449	R05449
rxn03750	R05450	R05450
rxn03751	R05451	2,4-dichlorobenzoate:CoA ligase
rxn03752	R05452	benzoyl acetate: CoA ligase
rxn03753	R05453	acetophenone:carbon-dioxide ligase (ADP-forming)
rxn03754	R05454	R05454
rxn03755	R05455	R05455
rxn03756	R05456	4-keto-anhydrotetracycline:FADH2 oxidoreductase (7-halogenating)
rxn03757	rxn03757	rxn03757
rxn03758	R05459	R05459
rxn03759	rxn03759	rxn03759
rxn03760	rxn03760	rxn03760
rxn03761	rxn03761	rxn03761
rxn03762	R05465	R05465
rxn03763	R05466	deoxyamidinoproclavaminate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
rxn03764	R05467	L-N2-(2-carboxyethyl)arginine cyclo-ligase (AMP-forming)
rxn03765	R05468	proclavaminate,2-oxoglutarate:oxygen oxidoreductase (cyclyzing)
rxn03766	R05469	dihydroclavaminate,2-oxoglutarate:oxygen oxidoreductase (desaturating)
rxn03767	R05470	R05470
rxn03768	rxn03768	rxn03768
rxn03769	R05472	R05472
rxn03770	R05473	R05473
rxn03771	R05474	R05474
rxn03772	R05475	R05475
rxn03773	R05476	R05476
rxn03774	R05477	R05477
rxn03775	R05478	R05478
rxn03776	R05479	R05479
rxn03777	R05480	R05480
rxn03779	R05483	R05483
rxn03780	R05484	R05484
rxn03781	R05485	R05485
rxn03782	R05486	R05486
rxn03783	R05487	R05487
rxn03784	rxn03784	rxn03784
rxn03785	R05492	R05492
rxn03786	R05493	R05493
rxn03787	R05495	R05495
rxn03789	R05498	R05498
rxn03790	R05499	R05499
rxn03791	R05500	R05500
rxn03792	R05501	R05501
rxn03793	R05502	R05502
rxn03794	R05503	R05503
rxn03795	R05504	R05504
rxn03796	R05506	R05506
rxn03797	R05507	R05507
rxn03798	R05508	R05508
rxn03799	R05509	R05509
rxn03800	R05510	Protoanemonin lactonohydrolase
rxn03801	R05511	R05511
rxn03802	rxn03802	rxn03802
rxn03803	rxn03803	rxn03803
rxn03804	R05515	R05515
rxn03805	R05516	R05516
rxn03806	R06424	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose:dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose isomerase
rxn03807	R05518	4,6-Dideoxy-4-oxo-dTDP-D-glucose 2,3-hydro-lyase (dTDP-3,4-dioxo-2,6-dideoxy-D-glucose-forming)
rxn03808	R05519	R05519
rxn03809	R05520	S-adenosyl-L-methionine:erythromycin-C 3''-O-methyltransferase
rxn03810	R05521	erythromycin-B,NADPH:oxygen oxidoreductase (12-hydroxylating)
rxn03811	R05522	erythromycin-D,NADPH:oxygen oxidoreductase (12-hydroxylating)
rxn03812	rxn04287	rxn04287
rxn03813	rxn03813	rxn03813
rxn03814	R06427	S-adenosyl-L-methionine:dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose 3-N,N-dimethyltransferase
rxn03815	rxn03815	rxn03815
rxn03816	R05527	dTDP-4-oxo-2,6-dideoxy-D-glucose 5-epimerase
rxn03817	rxn03817	rxn03817
rxn03818	rxn03818	rxn03818
rxn03819	R05530	dTDP-L-mycarose:erythronolide-B 3-O-alpha-mycarosyltransferase
rxn03820	R05531	dTDP-D-desosamine:3-O-mycarosylerythronolide-B 5-O-beta-D-desosaminyltransferase
rxn03821	R05532	S-adenosyl-L-methionine:erythromycin-D 3''-O-methyltransferase
rxn03822	R05533	R05533
rxn03823	R05534	R05534
rxn03824	R05535	R05535
rxn03825	R05536	R05536
rxn03826	rxn885_c	-
rxn03827	R05538	R05538
rxn03828	rxn03828	rxn03828
rxn03829	R05540	R05540
rxn03830	R05541	R05541
rxn03831	R05542	R05542
rxn03832	R05543	R05543
rxn03833	R05544	R05544
rxn03834	rxn03834	rxn03834
rxn03835	R05546	R05546
rxn03836	R05547	R05547
rxn03837	R05548	R05548
rxn03838	R05549	R05549
rxn03839	R05551	R05551
rxn03840	R05552	R05552
rxn03841	R05553	4-amino-4-deoxychorismate pyruvate-lyase
rxn03842	R05554	Ureidoglycine aminohydrolase
rxn03843	R05555	Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase
rxn03844	Atrazine chlorohydrolase	Atrazine chlorohydrolase
rxn03845	R05559	4-(Ethylamino)-2-hydroxy-6-(isopropylamino)-1,3,5-triazine ethylaminohydrolase
rxn03846	R05560	N-Isopropylammelide isopropylaminohydrolase
rxn03847	R05561	Cyanuric acid amidohydrolase
rxn03848	R05562	Biuret amidohydrolase
rxn03849	R05563	biuret amidohydrolase
rxn03850	R05564	R05564
rxn03851	R05565	R05565
rxn03852	R05566	UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-glucosaminyldiphosphoundecaprenol beta-1,4-N-acetylmannosaminyltransferase
rxn03853	R05567	R05567
rxn03854	R05568	R05568
rxn03855	R05569	R05569
rxn03856	R05571	Galactitol-1-phosphate:NAD oxidoreductase
rxn03857	rxn03857	rxn03857
rxn03858	R05573	2,4-Dihydroxy-6-(N'-ethyl)amino-1,3,5-triazine ethylaminohydrolase
rxn03859	R05574	Deisopropylhydroxyatrazine aminohydrolase
rxn03860	R05575	(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase
rxn03861	R05576	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase
rxn03862	R05580	CMP-N-acetylneuraminate:beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine alpha-2,6-N-acetylneuraminyltransferase
rxn03863	R05581	R05581
rxn03864	R05582	R05582
rxn03865	R05585	R05585
rxn03866	R05586	R05586
rxn03867	R05587	R05587
rxn03868	R05588	R05588
rxn03869	R05590	Acylamide aminohydrolase
rxn03870	R05591	Nitrile aminohydrolase
rxn03871	R05592	R05592
rxn03872	R05593	R05593
rxn03873	R05594	R05594
rxn03874	R05595	R05595
rxn03875	R05596	benzamide hydro-lyase
rxn03876	R05597	Cyclohexa-1,5-dienecarbonyl-CoA hydro-lyase
rxn03877	R05598	Benzylsuccinate fumarate-lyase
rxn03878	R05599	R05599
rxn03879	R05600	R05600
rxn03880	R05601	R05601
rxn03881	R05602	R05602
rxn03882	R05603	R05603
rxn03883	R05604	D-arabinitol:NAD 4-oxidoreductase
rxn03884	R05605	2-dehydro-3-deoxy-D-gluconate-6-phosphate D-glyceraldehyde-3-phosphate-lyase
rxn03885	R05606	D-mannonate hydro-lyase
rxn03886	R05607	D-sorbitol-6-phosphate:NAD 2-oxidoreductase
rxn03887	R05608	galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)
rxn03888	R05609	R05609
rxn03889	R05610	R05610
rxn03890	rxn03890	rxn03890
rxn03891	R05612	R05612
rxn03892	R05613	R05613
rxn03893	R05615	all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase
rxn03894	R05616	R05616
rxn03895	R05618	chlorophyll chlorophyllidohydrolase
rxn03896	R05620	R05620
rxn03897	R05621	R05621
rxn03898	R05622	R05622
rxn03899	R05623	N,N,N-trimethylamine,NADPH:oxygen oxidoreductase (N-oxide-forming)
rxn03900	R05626	ATP:undecaprenol phosphotransferase
rxn03901	R05627	undecaprenyl-diphosphate phosphohydrolase
rxn03902	PAPPT1	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-
rxn03903	R05629	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase
rxn03904	R05630	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase
rxn03905	R05631	UDP-N-Acetyl-D-galactosamine:D-galactosyl-1,4-D-galactosyl-1,4--D-glucosylceramide beta-N-acetyl-D-galactosaminyltransferase
rxn03906	R05632	1-hydroxy-2-naphthoate,NADH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)
rxn03907	R05633	CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase
rxn03908	R05634	ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase
rxn03909	R05636	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)
rxn03910	R05637	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)
rxn03911	R05639	4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase
rxn03912	R05640	Lanosterol,NADPH:oxygen oxidoreductase (14-methyl cleaving)
rxn03913	R05641	ergosterol:NADP+ Delta24(24(1))-oxidoreductase
rxn03914	R05642	R05642
rxn03915	R05643	2-formylbenzoate:NAD+ oxidoreductase
rxn03916	R05644	ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
rxn03917	R05645	D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase
rxn03918	R05646	ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase
rxn03919	R05647	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase
rxn03920	R05648	R05648
rxn03921	R05649	R05649
rxn03922	R05650	R05650
rxn03923	R05651	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming)
rxn03924	R05652	taurine:pyruvate aminotransferase
rxn03925	R05653	phenanthrene 9,10-monooxygenase
rxn03926	R05654	phenanthrene 1,2-monooxygenase
rxn03927	R05655	R05655
rxn03928	R05656	R05656
rxn03929	R05658	R05658
rxn03931	R503-RXN.c	R503-RXN.c
rxn03932	rbs_32	ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase
rxn03933	R05662	UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase
rxn03934	R05663	R05663
rxn03935	R05664	R05664
rxn03936	R05665	R05665
rxn03937	R05666	R05666
rxn03938	R05668	R05668
rxn03939	rxn03939	rxn03939
rxn03940	R05670	R05670
rxn03941	rxn03941	rxn03941
rxn03942	R05672	R05672
rxn03943	R05673	R05673
rxn03944	R05674	R05674
rxn03945	R05675	R05675
rxn03946	R05676	R05676
rxn03947	R05677	R05677
rxn03948	R05678	Sulcatol:NAD+ oxidoreductase
rxn03951	R05681	NAD-dependent threonine 4-phosphate dehydrogenase
rxn03952	R05682	1,5-Anhydro-D-glucitol:NADP oxidoreductase
rxn03953	R05683	L-Idonate:NAD oxidoreductase
rxn03954	R05684	L-idonate:NADP oxidoreductase
rxn03955	R05685	3-Methylbutanol:NAD(P) oxidoreductase
rxn03956	R05686	3-Methylbutanol:NADP oxidoreductase
rxn03957	R05687	dTDP-4-keto-6-Deoxyglucose reductase
rxn03958	R05688	1-Deoxy-D-xylulose-5-phosphate isomeroreductase
rxn03959	R05689	2-(2-(R)-Hydroxypropylthio)ethanesulfonate dehydrogenase
rxn03960	R05690	2-(2-(S)-Hydroxypropylthio)ethanesulfonate dehydrogenase
rxn03961	R05691	3-beta-Hydroxy-steroid:NADP+ 3-oxidoreductase
rxn03962	R05692	GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)
rxn03963	R05693	(R)-2-hydroxyacid:NAD+ oxidoreductase
rxn03964	R05694	(R)-2-Hydroxyacid:NADP+ oxidoreductase
rxn03965	Nucleoside:oxygen 5'-oxidoreductase (H2O2-forming)	Nucleoside:oxygen 5'-oxidoreductase (H2O2-forming)
rxn03966	R05696	R05696
rxn03967	rxn03967	rxn03967
rxn03968	R05698	Mannitol:oxygen oxidoreductase (cyclizing)
rxn03969	R05699	vanillin:NAD oxidoreductase
rxn03970	R05700	Coniferyl aldehyde:NAD oxidoreductase
rxn03971	R05701	Coniferyl aldehyde:NADP oxidoreductase
rxn03972	R05702	dihydrozeatin:NADP oxidoreductase
rxn03973	R05703	lanosterol D24-reductase
rxn03974	R05705	FMNH2:NAD+ oxidoreductase
rxn03975	R05706	FMNH2:NADP+ oxidoreductase
rxn03976	R05707	reduced-riboflavin:NADP+ oxidoreductase
rxn03977	N,N-dimethyl-1,4-phenylenediamine, aniline:NADP+ oxidoreductase	N,N-dimethyl-1,4-phenylenediamine, aniline:NADP+ oxidoreductase
rxn03978	R05712	ammonia:ferricytochrome-c oxidoreductase
rxn03979	R05713	2-mercaptoethanesulfonate,acetoacetate:NADP+ oxidoreductase (decarboxylating)
rxn03980	R05714	CoA,glutathione:NADP+ oxidoreductase (disulfide-forming)
rxn03981	R05715	mycothiol:NAD+ oxidoreductase
rxn03982	R05716	mycothiol:NADP+ oxidoreductase
rxn03983	R05717	AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)
rxn03984	R05718	linoleate:oxygen 11S-oxidoreductase
rxn03985	3-hydroxy-1H-quinolin-4-one 2,4-dioxygenase (CO-forming)	3-hydroxy-1H-quinolin-4-one 2,4-dioxygenase (CO-forming)
rxn03986	3-hydroxy-2-methyl-1H-quinolin-4-one 2,4-dioxygenase (CO-forming)	3-hydroxy-2-methyl-1H-quinolin-4-one 2,4-dioxygenase (CO-forming)
rxn03987	chloride:oxygen oxidoreductase	chloride:oxygen oxidoreductase
rxn03988	R05722	phytanoyl-CoA, 2-oxoglutarate:oxygen oxidoreductase (2-hydroxylating)
rxn03989	R05723	leucocyanidin,2-oxoglutarate:oxygen oxidoreductase
rxn03990	R05724	nitric oxide, NAD(P)H2:oxygen oxidoreductase
rxn03991	R05725	nitric oxide, NADPH2:oxygen oxidoreductase
rxn03992	R05727	quinine, NADPH2:oxygen oxidoreductase
rxn03993	R05728	(Z)-4-hydroxyphenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase
rxn03994	R05729	alkene,NADH:oxygen oxidoreductase
rxn03995	R05730	alkene,NADH:oxygen oxidoreductase
rxn03996	R05731	sterol,NADPH:oxygen oxidoreductase (14-methyl cleaving)
rxn03997	R05732	N-methylcoclaurine 3'-hydroxylase
rxn03998	R05733	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol,NADH:oxygen oxidoreductase (hydroxylating)
rxn03999	oxidoreductase (hydroxylating)	4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen
rxn04000	R05735	acetone:carbon-dioxide ligase (AMP-forming)
rxn04001	R05736	4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating)
rxn04002	R05737	4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating)
rxn04003	R05738	4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating)
rxn04004	R05746	phosphonate:NAD+ oxidoreductase
rxn04005	R05748	gluthathione:methylarsonate oxidoreductase
rxn04006	R05749	deacetylipecoside dopamine-lyase
rxn04007	R05750	deacetylisoipecoside dopamine-lyase
rxn04008	R05754	S-adenosyl-L-methionine:trichlorophenol O-methyltransferase
rxn04009	R05755	S-adenosyl-L-methionine:arsenite As-methyltransferase
rxn04010	R05757	S-adenosyl-L-methionine:3'-demethylstaurosporine O-methyltransferase
rxn04011	R05758	threo-3-hydroxy-L-aspartate ammonia-lyase
rxn04012	R05759	S-adenosyl-L-methionine:jasmonate O-methyltransferase
rxn04013	R05760	S-adenosyl-L-methionine:cycloartenol 24-C-methyltransferase
rxn04014	R05761	(R)-2-hydroxypropyl-CoM:2-mercaptoethanesulfonate lyase (epoxyalkane-ring-forming)
rxn04015	R05762	(S)-2-hydroxypropyl-CoM:2-mercaptoethanesulfonate lyase (epoxyalkane-ring-forming)
rxn04016	R05763	S-adenosyl-L-methionine:(E)-prop-1-ene-1,2,3-tricarboxylate 2'-O-methyltransferase
rxn04017	R05764	S-adenosyl-L-methionine:(E)-prop-1-ene-1,2,3-tricarboxylate 3'-O-methyltransferase
rxn04018	R05765	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-pinene-forming]
rxn04019	R05766	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-beta-pinene-forming]
rxn04020	R05767	trehalose 6-phosphate:phosphate b-D-glucosyltransferase
rxn04021	R05768	GDP-mannose:3-phosphoglycerate 3-a-D-mannosyltransferase
rxn04022	R05769	UDP-glucose:hydroquinone-O-b-D-glucosyltransferase
rxn04023	R05771	N-cyclohexylformamide hydro-lyase
rxn04024	R05772	trans-feruloyl-CoA hydro-lyase
rxn04025	R05773	3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propionyl-CoA:vanillin lyase (acetyl-CoA-forming)
rxn04026	R05774	sulfopyruvate carboxy-lyase
rxn04027	R05775	UDP-6-sulfo-6-deoxyglucose sulfohydrolase
rxn04028	R05776	S-adenosyl-L-methionine:24-methylenelophenol C-methyltransferase
rxn04029	R05778	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)
rxn04030	R05779	5-Diphosphoinositol pentakisphosphate diphosphohydrolase
rxn04031	R05780	thiocyanate aminohydrolase
rxn04032	R05781	cyclic-imide amidohydrolase (decyclicizing)
rxn04033	R05783	mandelamide hydrolase
rxn04034	R05784	limonene-1,2-epoxide hydrolase
rxn04035	R05788	6-O-(beta-D-xylopyranosyl)-beta-D-glucopyranoside 6-O-(beta-D-xylosyl)-beta-D-glucohydrolase
rxn04036	R05789	(R)-2-phospho-3-sulfolactate phosphohydrolase
rxn04037	R05790	alpha-D-mannosyl-3-phosphoglycerate phosphohydrolase
rxn04038	R05791	2-(beta-D-glucosyl)-sn-glycerol-3-phosphate phosphohydrolase
rxn04039	R05799	ATP:1D-myo-inositol-hexakisphosphate phosphotransferase
rxn04040	R05800	ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase
